,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
89,AFI Development,developer,https://odintsovo.cian.ru/sale/flat/298350902/,Одинцово,sale,flat,2,22,1,45.08,-1,0,9714740,,,,Одинцово,Одинбург ЖК
90,Владис,real_estate_agent,https://odintsovo.cian.ru/sale/flat/301855315/,Одинцово,sale,flat,5,25,1,40.0,-1,0,10500000,,Северная ,5к3,Одинцово,Одинбург
91,AFI Development,developer,https://odintsovo.cian.ru/sale/flat/301311050/,Одинцово,sale,flat,2,16,1,47.96,-1,0,10071600,,,,Одинцово,Одинбург ЖК
92,Максим Жданов,realtor,https://odintsovo.cian.ru/sale/flat/300522916/,Одинцово,sale,flat,6,25,1,36.4,-1,0,6999999,,,2,Одинцово,
93,ПИК,developer,https://odintsovo.cian.ru/sale/flat/300725797/,Одинцово,sale,flat,13,16,2,52.1,-1,0,9327984,,,1.26.1,Внуково,Одинцово-1
94,ID 13371278,unknown,https://odintsovo.cian.ru/sale/flat/301850379/,Одинцово,sale,flat,1,22,2,66.0,-1,0,12300000,, Сколковская,3Б,Сколково,Сколковский
95,ПИК,developer,https://odintsovo.cian.ru/sale/flat/300725948/,Одинцово,sale,flat,2,16,3,87.6,-1,0,16440768,,,,Внуково,Одинцово-1
96,ID 85391,realtor,https://odintsovo.cian.ru/sale/flat/299948635/,Одинцово,sale,flat,7,24,2,85.0,-1,0,16500000,,Северная ,5к4,Одинцово,Одинбург
97,ПИК,developer,https://odintsovo.cian.ru/sale/flat/300726209/,Одинцово,sale,flat,12,22,1,33.3,-1,0,6745248,,,к1.27.2,Внуково,Одинцово-1
98,ЕГСН Продажа,real_estate_agent,https://odintsovo.cian.ru/sale/flat/299097840/,Одинцово,sale,flat,2,16,3,64.6,-1,0,10700000,,Можайское шоссе,145,Баковка,
99,ПИК,developer,https://odintsovo.cian.ru/sale/flat/300726063/,Одинцово,sale,flat,21,25,2,50.5,-1,0,10229280,,,к1.17,Внуково,Одинцово-1
100,ID 19845754,unknown,https://odintsovo.cian.ru/sale/flat/301619788/,Одинцово,sale,flat,14,15,3,81.1,-1,0,15500000,, Триумфальная,1,Одинцово,Гусарская баллада
101,ПИК,developer,https://odintsovo.cian.ru/sale/flat/300726397/,Одинцово,sale,flat,23,25,1,25.4,-1,0,6083808,,,к1.25.2,Внуково,Одинцово-1
102,ЕГСН Продажа,real_estate_agent,https://odintsovo.cian.ru/sale/flat/297553403/,Одинцово,sale,flat,2,22,4,73.0,-1,0,13000000,, Белорусская,4,Одинцово,Одинцовский Парк
103,AFI Development,developer,https://odintsovo.cian.ru/sale/flat/299563428/,Одинцово,sale,flat,2,24,3,58.02,-1,0,12126180,,,,Баковка,Одинбург
104,ID 46709354,unknown,https://odintsovo.cian.ru/sale/flat/301596608/,Одинцово,sale,flat,8,17,1,21.8,-1,0,5500000,,,,Внуково,Одинцово-1
105,AFI Development,developer,https://odintsovo.cian.ru/sale/flat/301789484/,Одинцово,sale,flat,8,24,1,46.74,-1,0,10404324,,,,Одинцово,Одинбург ЖК
106,ID 113609030,homeowner,https://odintsovo.cian.ru/sale/flat/300685670/,Одинцово,sale,flat,2,5,1,30.0,-1,0,6000000,, Маршала Жукова,47,Одинцово,
107,ПИК,developer,https://odintsovo.cian.ru/sale/flat/300726084/,Одинцово,sale,flat,13,25,1,32.3,-1,0,7299283,,,к1.17,Внуково,Одинцово-1
108,ID 15229147,homeowner,https://odintsovo.cian.ru/sale/flat/301599030/,Одинцово,sale,flat,13,18,1,48.0,-1,0,8490000,, Белорусская,10,Одинцово,Одинцовский Парк
109,ПИК,developer,https://odintsovo.cian.ru/sale/flat/300764446/,Одинцово,sale,flat,14,16,2,51.5,-1,0,9433152,,,,Внуково,Одинцово-1
110,ID 105480365,homeowner,https://odintsovo.cian.ru/sale/flat/290237382/,Одинцово,sale,flat,12,16,1,34.4,-1,0,7350000,,Можайское шоссе,135,Баковка,
111,ПИК,developer,https://odintsovo.cian.ru/sale/flat/301047896/,Одинцово,sale,flat,14,22,2,46.9,-1,0,9198403,,,к1.27.2,Внуково,Одинцово-1
112,ЕГСН Продажа,real_estate_agent,https://odintsovo.cian.ru/sale/flat/296210566/,Одинцово,sale,flat,5,20,1,44.7,-1,0,8700000,, Чистяковой,65,Сколково,Новая Трехгорка
113,Стройтехинвест,developer,https://odintsovo.cian.ru/sale/flat/293981402/,Одинцово,sale,flat,25,25,2,64.3,-1,0,12667100,,Вокзальная ,31А,Одинцово,Сердце Одинцово
114,ID 80325776,homeowner,https://odintsovo.cian.ru/sale/flat/300749029/,Одинцово,sale,flat,3,24,1,38.0,-1,0,12900000,,,8,Одинцово,
115,ПИК,developer,https://odintsovo.cian.ru/sale/flat/301747452/,Одинцово,sale,flat,12,25,1,23.5,-1,0,5883648,,,1.26.2,Внуково,Одинцово-1
116,ID 84687678,homeowner,https://odintsovo.cian.ru/sale/flat/299482963/,Одинцово,sale,flat,16,27,1,27.9,-1,0,7150000,, Сколковская,3А,Сколково,Сколковский
117,ПИК,developer,https://odintsovo.cian.ru/sale/flat/300726532/,Одинцово,sale,flat,19,22,1,40.9,-1,0,8296483,,,к1.24,Внуково,Одинцово-1
118,ID 95481882,homeowner,https://odintsovo.cian.ru/sale/flat/301599899/,Одинцово,sale,flat,25,26,2,57.5,-1,0,18000000,, Сколковская,9Б,Сколково,Сколковский
119,AFI Development,developer,https://odintsovo.cian.ru/sale/flat/298350904/,Одинцово,sale,flat,2,24,1,43.07,-1,0,9733820,,,,Одинцово,Одинбург ЖК
120,ID 73434350,homeowner,https://odintsovo.cian.ru/sale/flat/288142864/,Одинцово,sale,flat,20,25,2,42.4,-1,0,8250000,,,,Новопеределкино,Одинцово-1
121,ПИК,developer,https://odintsovo.cian.ru/sale/flat/300725985/,Одинцово,sale,flat,16,16,1,34.1,-1,0,7565289,,,,Внуково,Одинцово-1
122,CENTURY 21 Столичная недвижимость,real_estate_agent,https://odintsovo.cian.ru/sale/flat/301577384/,Одинцово,sale,flat,13,25,2,40.0,-1,0,8800000,, Сколковская,5А,Сколково,Сколковский
123,Инград,developer,https://odintsovo.cian.ru/sale/flat/301748815/,Одинцово,sale,flat,21,24,5,113.74,-1,0,23103721,,,6,Одинцово,Одинград квартал Семейный ЖК
124,Ольга Пинайчева,realtor,https://odintsovo.cian.ru/sale/flat/301810737/,Одинцово,sale,flat,2,9,3,64.8,-1,0,11270000,, Чикина,7,Одинцово,
125,ПИК,developer,https://odintsovo.cian.ru/sale/flat/300726336/,Одинцово,sale,flat,15,25,2,49.4,-1,0,9740889,,,к1.25.2,Внуково,Одинцово-1
126,EstateLiga,real_estate_agent,https://odintsovo.cian.ru/sale/flat/301081993/,Одинцово,sale,flat,19,25,2,73.0,-1,0,15500000,, Маковского,20,Одинцово,
127,AFI Development,developer,https://odintsovo.cian.ru/sale/flat/296533584/,Одинцово,sale,flat,6,24,1,38.28,-1,0,9531720,,,,Баковка,Одинбург
128,MARNIS-GROUP,real_estate_agent,https://odintsovo.cian.ru/sale/flat/301702517/,Одинцово,sale,flat,4,4,1,39.1,-1,0,5800000,,Молодежная ,1А,Одинцово,
129,ПИК,developer,https://odintsovo.cian.ru/sale/flat/300726237/,Одинцово,sale,flat,14,22,2,49.5,-1,0,9489744,,,к1.27.2,Внуково,Одинцово-1
130,Азбука Жилья,real_estate_agent,https://odintsovo.cian.ru/sale/flat/299864363/,Одинцово,sale,flat,15,25,2,60.1,-1,0,9940000,, Рябиновая,7к1,Одинцово,Одинцово-1
131,Вектор,developer,https://odintsovo.cian.ru/sale/flat/295813422/,Одинцово,sale,flat,7,25,1,47.2,-1,0,12587000,,,,Одинцово,Союзный ЖК
132,Владимир Палкин,realtor,https://odintsovo.cian.ru/sale/flat/297581733/,Одинцово,sale,flat,6,22,1,32.0,-1,0,7150000,, Белорусская,6,Одинцово,Одинцовский Парк
133,ПИК,developer,https://odintsovo.cian.ru/sale/flat/301465021/,Одинцово,sale,flat,17,22,2,56.9,-1,0,10444108,,,к1.27.2,Внуково,Одинцово-1
134,МЕЗОН,real_estate_agent,https://odintsovo.cian.ru/sale/flat/287251371/,Одинцово,sale,flat,22,26,1,24.0,-1,0,5400000,,Северная ,9,Одинцово,Одинбург
135,Вектор,developer,https://odintsovo.cian.ru/sale/flat/295813418/,Одинцово,sale,flat,17,25,4,92.4,-1,0,17704000,,,,Одинцово,Союзный ЖК
136,CENTURY 21 Столичная недвижимость,real_estate_agent,https://odintsovo.cian.ru/sale/flat/301577380/,Одинцово,sale,flat,3,22,2,58.0,-1,0,10500000,, Кутузовская,17,Сколково,Новая Трехгорка
137,Инград,developer,https://odintsovo.cian.ru/sale/flat/300907526/,Одинцово,sale,flat,15,24,1,35.76,-1,0,9589635,,,6,Одинцово,Одинград квартал Семейный ЖК
138,Оксана Валиева,realtor,https://odintsovo.cian.ru/sale/flat/296365362/,Одинцово,sale,flat,6,9,4,68.7,-1,0,12999999,,Можайское шоссе,62,Одинцово,
0,Самолет Плюс Москва ЦАО,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/300607563/,Павловский Посад,sale,flat,3,9,2,44.0,-1,0,4050000,Павловский Посад, Каляева,18к1,,
1,ID 15867135,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/300898206/,Павловский Посад,sale,flat,8,17,2,60.3,-1,0,5600000,,,,,Первомайский
2,ID 116164217,homeowner,https://pavlovsky-posad.cian.ru/sale/flat/301630318/,Павловский Посад,sale,flat,3,5,2,47.9,-1,0,5500000,Павловский Посад, Кузьмина,44,,
3,АгатаКристи,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/298843853/,Павловский Посад,sale,flat,2,2,2,51.7,-1,0,3590000,Павловский Посад, 1-я Пушкинская,10,,
4,Самолет Плюс  Павловский Посад,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/300886196/,Павловский Посад,sale,flat,1,3,1,30.8,-1,0,2700000,Павловский Посад, Разина,10,,
5,Премиум,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/300810019/,Павловский Посад,sale,flat,4,4,1,31.0,-1,0,3000000,Павловский Посад, Тихонова,79/1,,
6,Самолет Плюс  Павловский Посад,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/288233233/,Павловский Посад,sale,flat,5,5,2,46.4,-1,0,3600000,Павловский Посад,Южная ,22,,
7,Самолет Плюс  Павловский Посад,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/301783909/,Павловский Посад,sale,flat,5,5,1,32.0,-1,0,2930000,Павловский Посад,Карповская ,52,,
8,Нина Щербакова,realtor,https://pavlovsky-posad.cian.ru/sale/flat/301252106/,Павловский Посад,sale,flat,4,9,2,43.0,-1,0,4970000,Павловский Посад,Карповская ,11,,
9,Самолет Плюс  Павловский Посад,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/301452166/,Павловский Посад,sale,flat,1,5,1,37.4,-1,0,3500000,Павловский Посад, Кузьмина,45,,
10,Самолет Плюс  Павловский Посад,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/301488779/,Павловский Посад,sale,flat,1,5,1,36.3,-1,0,3000000,Павловский Посад,Интернациональный переулок,29,,
11,Самолет Плюс  Павловский Посад,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/299006384/,Павловский Посад,sale,flat,8,15,2,72.4,-1,0,8650000,Павловский Посад, Каляева,7,,
12,Самолет Плюс Москва ЦАО,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/293603395/,Павловский Посад,sale,flat,4,4,2,41.9,-1,0,3900000,Павловский Посад, Фрунзе,53,,
13,Самолет Плюс  Павловский Посад,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/293090703/,Павловский Посад,sale,flat,5,9,2,44.0,-1,0,3550000,Павловский Посад, Каляева,18к1,,
14,Юлия Комшина,realtor,https://pavlovsky-posad.cian.ru/sale/flat/296311935/,Павловский Посад,sale,flat,7,9,3,53.9,-1,0,5999000,Павловский Посад,проезд Большой железнодорожный,2,,
15,Самолет Плюс  Павловский Посад,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/298916053/,Павловский Посад,sale,flat,3,5,2,44.3,-1,0,4100000,Павловский Посад, Фрунзе,39,,
16,АгатаКристи,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/299292341/,Павловский Посад,sale,flat,4,5,1,30.2,-1,0,3600000,Павловский Посад, Кирова,78,,
17,Самолет Плюс  Павловский Посад,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/291860914/,Павловский Посад,sale,flat,7,7,1,35.0,-1,0,4250000,Павловский Посад,1 Мая ,40Бк2,,
18,Самолет Плюс  Павловский Посад,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/301452155/,Павловский Посад,sale,flat,2,4,3,52.0,-1,0,4400000,Павловский Посад, Кирова,91,,
19,ID 73623875,realtor,https://pavlovsky-posad.cian.ru/sale/flat/299148096/,Павловский Посад,sale,flat,2,3,1,37.3,-1,0,4284000,Павловский Посад,переулок 1-й Максима Горького,уч14,,
20,Самолет Плюс  Павловский Посад,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/300886191/,Павловский Посад,sale,flat,1,2,2,55.0,-1,0,3500000,Павловский Посад,проезд Каляева,3,,
21,Эксперт,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/300416813/,Павловский Посад,sale,flat,1,3,2,43.2,-1,0,3750000,Павловский Посад, Выставкина,11,,
22,ID 1299856,realtor,https://pavlovsky-posad.cian.ru/sale/flat/298929036/,Павловский Посад,sale,flat,5,13,1,35.3,-1,0,4300000,Павловский Посад,Вокзальная ,3,,Вокзальная
23,Анна Мохначева,realtor,https://pavlovsky-posad.cian.ru/sale/flat/296593771/,Павловский Посад,sale,flat,2,5,3,59.8,-1,0,5400000,Павловский Посад,1 Мая ,113,,
24,Вадим Ягодкин,realtor,https://pavlovsky-posad.cian.ru/sale/flat/299970880/,Павловский Посад,sale,flat,12,15,1,47.0,-1,0,5900000,Павловский Посад, Каляева,7,,
25,АгатаКристи,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/300815727/,Павловский Посад,sale,flat,2,4,4,75.0,-1,0,5500000,Павловский Посад, Тихонова,84,,
26,Анжела Руднева,realtor,https://pavlovsky-posad.cian.ru/sale/flat/300884722/,Павловский Посад,sale,flat,5,5,2,44.2,-1,0,4299000,Павловский Посад, Чапаева,7,,
27,Мария Коростелева,realtor,https://pavlovsky-posad.cian.ru/sale/flat/296219499/,Павловский Посад,sale,flat,2,15,1,40.7,-1,0,3985000,Павловский Посад,Большая Покровская ,60к2,,
28,АгатаКристи,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/300440413/,Павловский Посад,sale,flat,6,17,2,54.5,-1,0,6350000,Павловский Посад,Большая Покровская ,60к2,,
29,АгатаКристи,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/299894088/,Павловский Посад,sale,flat,5,5,2,42.0,-1,0,3550000,Павловский Посад,Интернациональный переулок,19,,
30,Самолет плюс,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/298795931/,Павловский Посад,sale,flat,4,5,1,30.0,-1,0,3500000,Павловский Посад,Пролетарская ,7,,
31,ID 13916022,unknown,https://pavlovsky-posad.cian.ru/sale/flat/299670281/,Павловский Посад,sale,flat,1,1,2,33.0,-1,0,3100000,Павловский Посад,Рабочая ,50,,
32,Самолет Плюс  Павловский Посад,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/296441846/,Павловский Посад,sale,flat,7,9,1,31.2,-1,0,4050000,Павловский Посад, Тихонова,32,,
33,Эксперт,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/297458309/,Павловский Посад,sale,flat,5,5,1,33.3,-1,0,3500000,Павловский Посад, 3-я Пушкинская,1,,
34,Самолет Плюс  Павловский Посад,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/301342154/,Павловский Посад,sale,flat,2,9,2,50.0,-1,0,5700000,Павловский Посад,Интернациональная ,120,,
35,Самолет Плюс  Павловский Посад,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/296645930/,Павловский Посад,sale,flat,5,5,2,46.6,-1,0,4600000,Павловский Посад, Кузьмина,49,,
36,Александр Соловьев,realtor,https://pavlovsky-posad.cian.ru/sale/flat/298757092/,Павловский Посад,sale,flat,3,5,2,54.0,-1,0,6850000,Павловский Посад, Урицкого,57,,
37,ID 13620788,unknown,https://pavlovsky-posad.cian.ru/sale/flat/300865419/,Павловский Посад,sale,flat,13,14,1,44.7,-1,0,5800000,Павловский Посад, Каляева,7,,
38,АгатаКристи,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/298043059/,Павловский Посад,sale,flat,7,14,1,97.4,-1,0,11400000,Павловский Посад,Вокзальная ,3,,Вокзальная
39,Самолет Плюс  Павловский Посад,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/301342156/,Павловский Посад,sale,flat,3,9,2,44.0,-1,0,4050000,Павловский Посад, Каляева,18к1,,
40,Этажи Орехово-Зуево,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/301718900/,Павловский Посад,sale,flat,8,17,1,45.0,-1,0,5800000,Павловский Посад, Орджоникидзе,7а,,
41,Самолет Плюс  Павловский Посад,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/301452161/,Павловский Посад,sale,flat,3,5,1,31.8,-1,0,3950000,Павловский Посад,Южная ,18,,
42,АгатаКристи,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/298972975/,Павловский Посад,sale,flat,3,5,1,32.5,-1,0,4400000,Павловский Посад,проезд Большой железнодорожный,4А,,
43,Самолет Плюс  Павловский Посад,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/301318923/,Павловский Посад,sale,flat,1,1,1,35.0,-1,0,3300000,Павловский Посад,Кооперативная ,18,,
44,Самолет Плюс Москва ЦАО,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/300941935/,Павловский Посад,sale,flat,2,6,2,64.2,-1,0,6450000,Павловский Посад,переулок 2-й 1 Мая,4/1,,
45,АгатаКристи,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/300606210/,Павловский Посад,sale,flat,2,2,2,40.2,-1,0,3200000,Павловский Посад,Интернациональный переулок,17,,
46,Самолет Плюс  Павловский Посад,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/300139613/,Павловский Посад,sale,flat,4,5,2,41.0,-1,0,4220000,Павловский Посад, Кузьмина,34,,
47,Самолет Плюс  Павловский Посад,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/297296993/,Павловский Посад,sale,flat,1,17,3,96.0,-1,0,6750000,,,,,Первомайский
48,Самолет Плюс  Павловский Посад,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/297808502/,Павловский Посад,sale,flat,1,9,2,53.0,-1,0,5800000,Павловский Посад, Тихонова,43,,
49,Самолет Плюс  Павловский Посад,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/301452150/,Павловский Посад,sale,flat,3,5,2,41.0,-1,0,4400000,Павловский Посад, Кузьмина,35,,
50,АгатаКристи,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/300598489/,Павловский Посад,sale,flat,2,4,2,44.9,-1,0,4500000,Павловский Посад,Интернациональный переулок,2,,
51,ID 73623875,realtor,https://pavlovsky-posad.cian.ru/sale/flat/299148677/,Павловский Посад,sale,flat,1,3,1,37.9,-1,0,4163000,Павловский Посад,переулок 1-й Максима Горького,уч14,,
52,Самолет Плюс Москва ЦАО,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/295932757/,Павловский Посад,sale,flat,1,4,3,54.0,-1,0,4300000,Павловский Посад,Интернациональный переулок,2,,
53,АгатаКристи,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/301342615/,Павловский Посад,sale,flat,4,5,2,45.9,-1,0,4650000,Павловский Посад,Южная ,17,,
54,Мария Коростелева,realtor,https://pavlovsky-posad.cian.ru/sale/flat/298862430/,Павловский Посад,sale,flat,4,9,2,43.0,-1,0,4970000,Павловский Посад,Карповская ,11,,
55,Виктория Борисова,realtor,https://pavlovsky-posad.cian.ru/sale/flat/300709481/,Павловский Посад,sale,flat,8,9,2,52.6,-1,0,5200000,Павловский Посад, Кузьмина,41,,
56,Самолет Плюс  Павловский Посад,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/292918934/,Павловский Посад,sale,flat,2,10,1,39.4,-1,0,4950000,Павловский Посад, Тихонова,72,,
57,Эксперт,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/300060686/,Павловский Посад,sale,flat,1,5,2,43.9,-1,0,3990000,Павловский Посад,Южная ,37,,
58,Самолет Плюс  Павловский Посад,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/298156442/,Павловский Посад,sale,flat,5,5,2,52.4,-1,0,4750000,Павловский Посад, Кузьмина,50,,
59,ID 73623875,realtor,https://pavlovsky-posad.cian.ru/sale/flat/299146313/,Павловский Посад,sale,flat,3,3,2,57.6,-1,0,6720000,Павловский Посад,переулок 1-й Максима Горького,уч14,,
60,Самолет Плюс  Павловский Посад,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/301342138/,Павловский Посад,sale,flat,7,9,2,51.6,-1,0,5950000,Павловский Посад,проезд Большой железнодорожный,64,,
61,Самолет Плюс  Павловский Посад,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/301714036/,Павловский Посад,sale,flat,12,16,2,54.7,-1,0,8100000,Павловский Посад,Большая Покровская ,60к4,,
62,ID 73623875,realtor,https://pavlovsky-posad.cian.ru/sale/flat/299147031/,Павловский Посад,sale,flat,3,3,1,37.2,-1,0,4272000,Павловский Посад,переулок 1-й Максима Горького,уч14,,
63,АгатаКристи,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/301594731/,Павловский Посад,sale,flat,1,5,3,61.3,-1,0,5300000,Павловский Посад, Щорса,5,,
64,Анна Романова,realtor,https://pavlovsky-posad.cian.ru/sale/flat/300712101/,Павловский Посад,sale,flat,3,10,3,69.9,-1,0,6200000,Павловский Посад,Интернациональная ,120,,
65,Мария Коростелева,realtor,https://pavlovsky-posad.cian.ru/sale/flat/299522517/,Павловский Посад,sale,flat,1,5,1,30.5,-1,0,3300000,Павловский Посад, Фрунзе,25,,
66,Самолет Плюс  Павловский Посад,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/301342134/,Павловский Посад,sale,flat,2,4,3,78.0,-1,0,6350000,Павловский Посад, Тихонова,84,,
67,Эксперт,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/293919422/,Павловский Посад,sale,flat,2,9,2,55.7,-1,0,8300000,Павловский Посад,Южная ,5,,
68,Максим Навроцкий,realtor,https://pavlovsky-posad.cian.ru/sale/flat/300390681/,Павловский Посад,sale,flat,8,9,1,36.7,-1,0,5000000,Павловский Посад,Южная ,5,,
69,поВоенке,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/288992642/,Павловский Посад,sale,flat,1,5,3,57.8,-1,0,5500000,Павловский Посад,переулок Герцена,28,,
70,Самолет Плюс  Павловский Посад,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/285036886/,Павловский Посад,sale,flat,3,4,3,72.5,-1,0,6700000,Павловский Посад, Герцена,11,,
71,Анна Мохначева,realtor,https://pavlovsky-posad.cian.ru/sale/flat/300945759/,Павловский Посад,sale,flat,3,15,1,40.5,-1,0,5299000,Павловский Посад,Большая Покровская ,60к2,,
72,Самолет Плюс  Павловский Посад,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/296309452/,Павловский Посад,sale,flat,5,5,3,56.0,-1,0,3980000,Павловский Посад, Фрунзе,8,,
73,Самолет Плюс  Павловский Посад,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/301452116/,Павловский Посад,sale,flat,6,9,1,33.8,-1,0,5190000,Павловский Посад,1 Мая ,40Б,,
74,Самолет плюс,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/298565092/,Павловский Посад,sale,flat,2,6,2,62.0,-1,0,6550000,Павловский Посад,переулок 2-й 1 Мая,4/1,,
75,ID 13355654,realtor,https://pavlovsky-posad.cian.ru/sale/flat/299496767/,Павловский Посад,sale,flat,14,17,1,42.0,-1,0,5200000,,,,,Первомайский
76,Самолет Плюс  Павловский Посад,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/301342129/,Павловский Посад,sale,flat,2,5,3,56.0,-1,0,4650000,Павловский Посад, Фрунзе,39,,
77,Самолет Плюс  Павловский Посад,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/300047435/,Павловский Посад,sale,flat,2,5,1,33.0,-1,0,4300000,Павловский Посад, Кузьмина,48,,
78,Анна Мохначева,realtor,https://pavlovsky-posad.cian.ru/sale/flat/297908970/,Павловский Посад,sale,flat,3,4,2,43.0,-1,0,5600000,Павловский Посад,Карповская ,53/2,,
79,АгатаКристи,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/300473060/,Павловский Посад,sale,flat,1,9,2,55.1,-1,0,4200000,Павловский Посад,Корневская ,11,,
80,АгатаКристи,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/299414097/,Павловский Посад,sale,flat,9,9,2,48.1,-1,0,5200000,Павловский Посад,Павловская ,56,,
81,СЛУЖБА 925,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/292572359/,Павловский Посад,sale,flat,1,5,1,28.0,-1,0,3450000,Павловский Посад,переулок Герцена,30,,
82,Самолет Плюс  Павловский Посад,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/293935280/,Павловский Посад,sale,flat,5,5,2,46.0,-1,0,5150000,Павловский Посад, Кузьмина,30,,
83,Самолет Плюс  Павловский Посад,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/301452145/,Павловский Посад,sale,flat,2,6,2,61.0,-1,0,6550000,Павловский Посад,переулок 2-й 1 Мая,4/1,,
84,Самолет Плюс  Павловский Посад,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/301452126/,Павловский Посад,sale,flat,5,5,3,56.1,-1,0,5500000,Павловский Посад, Щорса,6,,
85,Самолет Плюс Москва ЦАО,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/298363113/,Павловский Посад,sale,flat,8,9,3,60.6,-1,0,6100000,Павловский Посад, Кирова,60,,
86,Самолет Плюс  Павловский Посад,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/292932314/,Павловский Посад,sale,flat,1,9,3,65.9,-1,0,6150000,Павловский Посад,Корневская ,13,,
87,Самолет Плюс  Павловский Посад,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/300196441/,Павловский Посад,sale,flat,1,3,3,66.1,-1,0,7383000,Павловский Посад,переулок 1-й Максима Горького,уч14,,
88,Самолет Плюс  Павловский Посад,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/297588939/,Павловский Посад,sale,flat,3,3,1,44.4,-1,0,3500000,Павловский Посад,Игнатьевский переулок,1а,,
89,Самолет Плюс  Павловский Посад,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/300196442/,Павловский Посад,sale,flat,2,3,2,57.4,-1,0,6696000,Павловский Посад,переулок 1-й Максима Горького,уч14,,
90,Самолет Плюс  Павловский Посад,real_estate_agent,https://pavlovsky-posad.cian.ru/sale/flat/293779096/,Павловский Посад,sale,flat,1,5,3,57.0,-1,0,4820000,Павловский Посад, Кузьмина,15,,
