,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
38,Мегаполис-Сервис г. Электросталь,real_estate_agent,https://elektrostal.cian.ru/sale/flat/298088352/,Электросталь,sale,flat,9,9,2,60.7,-1,0,6150000,мкр. Восточный,Восточная ,6,,
39,Капитал-недвижимость,real_estate_agent,https://elektrostal.cian.ru/sale/flat/297270963/,Электросталь,sale,flat,8,9,2,54.9,-1,0,6500000,мкр. Восточный,Октябрьская ,5,,
40,Капитал-недвижимость,real_estate_agent,https://elektrostal.cian.ru/sale/flat/298457878/,Электросталь,sale,flat,5,10,2,50.0,-1,0,5300000,мкр. Северный,проспект Ленина,2к1,,
41,Мегаполис-Сервис Электросталь,real_estate_agent,https://elektrostal.cian.ru/sale/flat/299244793/,Электросталь,sale,flat,4,4,1,31.8,-1,0,3990000,мкр. Северный,Первомайская ,18,,
42,Самолет Плюс Подмосковье,real_estate_agent,https://elektrostal.cian.ru/sale/flat/301135204/,Электросталь,sale,flat,4,10,1,33.0,-1,0,4400000,мкр. Юго-Западный, Журавлева,11к2,,
43,ВЛАДИС,real_estate_agent,https://elektrostal.cian.ru/sale/flat/292760139/,Электросталь,sale,flat,4,5,3,81.2,-1,0,6800000,мкр. Центральный, Корешкова,10,,
44,ID 104939938,homeowner,https://elektrostal.cian.ru/sale/flat/301104929/,Электросталь,sale,flat,3,10,3,75.4,-1,0,8450000,мкр. Юго-Западный,Западная ,20к2,,
45,Самолет Плюс Подмосковье,real_estate_agent,https://elektrostal.cian.ru/sale/flat/295849666/,Электросталь,sale,flat,16,16,2,58.5,-1,0,6850000,мкр. Северный,Ногинское шоссе,16,,
46,Мария Коростелева,realtor,https://elektrostal.cian.ru/sale/flat/298828651/,Электросталь,sale,flat,3,9,3,55.7,-1,0,6500000,мкр. Северный,Первомайская ,06б,,
47,ID 520360,homeowner,https://elektrostal.cian.ru/sale/flat/281475168/,Электросталь,sale,flat,2,9,3,88.0,-1,0,11300000,мкр. Северный,проспект Ленина,02к2,,
48,Алёна Данильянц,realtor,https://elektrostal.cian.ru/sale/flat/301061508/,Электросталь,sale,flat,2,16,2,60.5,-1,0,9600000,мкр. Юго-Западный,бульвар 60-летия Победы,10,,
49,Николай Светлый,realtor,https://elektrostal.cian.ru/sale/flat/301648982/,Электросталь,sale,flat,4,10,3,62.0,-1,0,7500000,мкр. Северный,проспект Ленина,1а,,
50,ЭТАЖИ Электросталь,real_estate_agent,https://elektrostal.cian.ru/sale/flat/301045826/,Электросталь,sale,flat,9,10,2,50.0,-1,0,5299000,мкр. Северный,проспект Ленина,2к1,,
51,Авангард,real_estate_agent,https://elektrostal.cian.ru/sale/flat/300970537/,Электросталь,sale,flat,3,4,2,56.0,-1,0,5250000,мкр. Северный,проспект Ленина,16,,
52,Самолет Плюс Подмосковье,real_estate_agent,https://elektrostal.cian.ru/sale/flat/299253445/,Электросталь,sale,flat,5,5,1,30.0,-1,0,3600000,мкр. Северный,Первомайская ,10,,
53,Самолет Плюс Подмосковье,real_estate_agent,https://elektrostal.cian.ru/sale/flat/300364697/,Электросталь,sale,flat,2,2,3,55.8,-1,0,5300000,мкр. Центральный, Николаева,14,,
54,Just Estate,real_estate_agent,https://elektrostal.cian.ru/sale/flat/298593607/,Электросталь,sale,flat,3,9,3,64.9,-1,0,8000000,мкр. Юго-Западный,Западная ,18,,
